,0
199,628359.2675974343
200,875263.499546381
201,1680194.0779601862
202,3321321.2373262383
203,2307960.226259141
204,3507977.310889098
205,3972639.581222495
206,2069344.5403259397
207,2464154.721620261
208,2285453.791146012
209,681989.764545074
210,2951595.5898512993
211,3167709.4869948113
212,2834184.060010058
213,1603901.2281658805
214,2068765.3948995722
215,1866464.0682902106
216,2587538.4009906435
217,3197480.8692731215
218,1145225.357535556
219,2914049.9975666353
220,993872.3812742352
221,2917337.2413411695
222,2070388.1079157144
223,3452557.3026015097
224,1320714.9077317975
225,875945.807832586
226,4129958.7287218226
227,2170368.7010724004
228,2111486.259528841
229,2470455.125693718
230,1433134.5544260317
231,2082792.0330805224
232,1089795.3694849554
233,601893.2253367077
234,1630956.2619857863
235,3017869.539758199
236,1401466.8279445707
237,1826593.2329456003
238,4095805.460172265
239,1857807.3294837554
240,1095532.5386568953
241,1099139.3382682616
242,1482448.0857805153
243,2815752.133111237
244,2142814.1913517565
245,4232366.036124026
246,1941165.83955048
247,1989038.2571397594
248,1327569.0471575311
249,296526.09681034996
250,1575909.429132816
251,1043299.4366679962
252,1751685.058822949
253,3707134.680678999
254,2854128.2160700583
255,971986.8583148313
256,2292953.1999001876
257,2755166.327337046
258,2088826.3683467002
259,1621479.4503669967
260,3467504.453807432
261,1627822.7810445447
262,1566464.5918308066
263,1299101.9574563822
264,893854.7011202234
265,923638.8290879051
266,204822.99059001566
267,2256435.2429301706
268,2227797.6735642697
269,1211486.5208150838
270,3201126.6867572274
271,3313791.845680739
272,2062847.877020522
273,2170449.14929448
274,2077890.0687215265
275,2032865.6100993017
276,2334344.1953245206
277,3329395.9648182495
278,1840840.6231344768
279,566670.1319310863
280,2704868.6101183197
281,2064226.1705785615
282,2385362.6213777983
283,4398944.802636025
284,4400120.353985913
285,2229470.3303378043
286,2248175.8510175347
287,4196160.980923544
288,2717516.3005586993
289,3159764.4684108812
290,2160235.810249388
291,959817.9659890272
292,2346583.696847827
293,2137113.9616977717
294,663298.4997639146
295,194096.89120048773
296,2874829.006940939
297,1236100.4932573482
298,3028847.5125389765
299,3120275.1164721153
300,2552287.2296934603
301,2064842.9748454532
302,1444149.9508894386
303,2421730.3014756665
304,1472907.3866988986
305,1998910.8981186291
306,1529501.1389076482
307,1184406.0810589863
308,3522310.5021049595
309,1832758.3917912168
310,2671913.389182305
311,4395572.894643804
312,2577212.847926624
313,1831786.3771784734
314,961346.6882156394
315,1670201.898810265
316,1709456.150545666
317,429093.55487465765
318,1278076.308558399
319,-316801.8048087454
320,941920.9195515362
321,1882455.9292302495
322,1664731.4932931606
323,1809416.3463254208
324,812634.1112999474
325,419443.8330416754
326,2548074.0905865766
327,1212149.5267695314
328,2284782.560655045
329,2673681.055970824
330,1363201.050099954
331,2196076.5575921163
332,2105059.997730294
333,3233006.7479617037
334,2333595.742077233
335,1148301.460897807
336,1358365.6078085403
337,959007.9860029687
338,1265004.6099778959
339,3208463.7601663875
340,2267486.4623197014
341,3173702.189695324
342,1899524.5217428803
343,1775366.8025070094
344,1638257.1786063577
345,2545425.413635586
346,1259203.2717693737
347,820169.3463247204
348,815465.0147854614
349,1214444.2161353605
350,3420212.4511245657
351,2219494.781049642
352,515483.37902756594
353,3358038.240282409
354,1874740.4320743838
355,1559481.1345333143
356,2982473.5961757666
357,1669832.3231286225
358,3671620.7206403185
359,1028533.1281213893
360,2043794.0742284534
361,3381653.746951849
362,3789866.463265374
363,2208801.32058579
364,1723262.323641288
365,2033278.8636643477
366,1993162.386435184
367,2205858.9455308835
368,2643742.2138597984
369,2137307.3127523754
370,1260052.7768522669
371,3005885.3367034504
372,2625637.212578791
373,792608.7485190732
374,999163.3658683642
375,3261545.945403064
376,3500787.8634522706
377,2174561.339386118
378,2133220.2301516
379,1655271.9113146346
380,3508389.859361359
381,1817007.931846829
382,1646705.1568222942
383,1606767.958344284
384,2242238.092029811
385,3558197.1914864713
386,1873839.8649680093
387,4394204.51981567
388,2291610.50328487
389,2572190.1850970844
390,2779678.5559380464
391,1794691.3136434047
392,1271888.0592687838
393,1728140.5963214491
394,217447.20346355834
395,3576739.062836593
396,1239167.0737314613
397,2969062.7631552126
398,2524302.1128903907
399,744646.7575532929
400,2191475.841210978
401,1778600.8344122772
402,1402651.7428842268
403,4101260.0981186703
404,1676971.8816245077
405,1173601.6083224732
406,2371175.2133130054
407,3611827.688434111
408,1096493.116165904
409,1452692.5182790824
410,1862215.6738698382
411,1970359.2090944706
412,829671.2508151506
413,3296907.098661706
414,1022889.3374689393
415,2988093.6244175243
416,-58049.50028056605
417,-285528.5446359997
418,3598063.555865386
419,3741540.348760901
420,2697264.0259774574
421,1541284.9191912543
422,1259267.0163520616
423,1864982.9149592815
424,1091923.0852764915
425,449002.0400526603
426,3592115.0483149607
427,3798859.3557554847
428,1919515.2931203684
429,2031302.5795627702
430,3032370.941039514
431,1109012.523632003
432,989492.4149128329
433,1133237.829029231
434,2197555.005081529
435,3002417.7522357665
436,651050.9556115218
437,683382.3204716844
438,2597131.049212566
439,3747990.421976078
440,1419213.6588100703
441,3498210.4004102014
442,1648580.3639322578
443,712921.8267694404
444,1672754.9897999286
445,3017261.8812564667
446,1973758.992919067
447,3715756.7914399505
448,1489597.037440764
449,2147847.9054520414
450,1837117.1143544111
451,3408258.6949790516
452,972346.3381863118
453,267152.2932254018
454,2364354.7825596295
455,2782093.9278370575
456,2175942.7114408826
457,3609200.183094248
458,3095957.6301992955
459,2294440.081825554
460,1066771.4784239898
461,3847440.5123813655
462,3280034.721800547
463,3998714.5181484707
464,938730.7250136057
465,353021.6622177947
466,1944798.658302985
467,2932475.165289224
468,130842.29949157755
469,475225.70690783043
470,3105828.3489307845
471,2098060.8695865064
472,710476.4879947181
473,1355765.4296173507
474,2244700.668149405
475,561221.2705139546
476,3012389.830265767
477,1401679.8383904237
478,1740502.978597337
479,1043934.5570728297
480,1655905.9051338653
481,1678428.3533737608
482,1588070.0404446844
483,2820048.6876449706
484,3403825.319080594
485,2109902.463598344
486,3292509.4472578224
487,2256964.7305715955
488,3829392.1538809338
489,502652.2247618993
490,3062158.9713552156
491,2348976.445355735
492,1930564.46918024
493,1963385.0244928077
494,1003530.4298681328
495,1969965.9589581196
496,1450827.6257103593
497,1861036.413143894
498,2727182.9224331523
499,1546046.9774290046
500,1368102.4688080354
501,2417036.3729623603
502,1708403.9216800758
503,1695677.9219913622
504,3053674.1814015023
505,3450419.3190281447
506,770402.5283804897
507,1445824.1066256722
508,1826501.4811047083
509,3643448.1485042674
510,3452039.881682503
511,1925184.8060786224
512,2795548.313986104
513,2692471.815188733
514,2246208.7108684606
515,3200540.7455276125
516,2809151.893585993
517,1781771.0932690888
518,2488822.3809442893
519,1375187.0918852356
520,3424873.633091198
521,3257043.5479654493
522,2164070.4155672295
523,2436981.395336597
524,2560834.3859742424
525,1114341.923237613
526,1145652.593443732
527,1461926.2018869934
528,4189671.03732453
