,0
268,2546383.6585170017
269,1971754.4392177374
270,1296675.7290856165
271,2144356.1032173173
272,2956960.7505948995
273,1669158.763702794
274,1444784.4755312267
275,2609982.164109993
276,1429933.2650297312
277,2521747.9977289136
278,2395116.481047138
279,1547300.1584058884
280,1349013.8287482655
281,2369781.976383133
282,3754260.437711767
283,3362918.3964212732
284,2878156.134926966
285,1458087.0742732375
286,3690658.342032902
287,1028917.6112580104
288,1669659.1067031054
289,1679993.3861823438
290,838919.5801359375
291,1634824.9398925246
292,1464447.3377472651
293,2584360.9076836063
294,2170270.031012033
295,2992083.7655968657
296,2409670.2885031337
297,2434322.635955903
298,1755153.8344109536
299,1045013.4685254481
300,3548753.134183338
301,3135518.7618336165
302,1679294.7006147613
303,2135048.6680587395
304,2386845.2774140257
305,3110573.68511323
306,377984.3750531126
307,3224056.2530946783
308,2138420.744447028
309,1823725.0094746742
310,1719380.9063874457
311,1183283.9198038108
312,3586821.748068577
313,1763320.4361174284
314,2341255.8781505167
315,1612880.2914008736
316,956896.0885320299
317,957652.355428478
318,1386206.109649808
319,2209385.9587181346
320,2331720.2262676167
321,2540409.509030124
322,1850581.2438241944
323,2100465.484802032
324,3519605.9409564864
325,1141477.6681255996
326,2612759.8392087817
327,2073855.6821433725
328,807047.661196003
329,2237215.5559413214
330,2734999.5127448314
331,1296442.5539033697
332,1290432.8072423867
333,2169748.4315332286
334,2773249.086366986
335,2001153.114745608
336,3177280.107573106
337,884051.2827769287
338,1696178.2819412132
339,-168728.67707779817
340,1621805.7393620224
341,315666.1195908815
342,855424.2147030162
343,2112011.6615422717
344,2379640.6443407764
345,957335.3010522231
346,2458224.2671616874
347,986264.8165399571
348,1602763.2804735694
349,73894.96015257039
350,3801576.338468032
351,560594.3464361138
352,4198798.421267357
353,2666513.319162653
354,2259353.6883529774
355,420498.82550980453
356,1829622.809635366
357,2691164.800301186
358,2538762.410377133
359,304856.6216080156
360,1105651.6030935599
361,2258782.453689323
362,1612587.0869285045
363,3968790.014144212
364,2951624.124117653
365,923914.948424448
366,873728.4332809842
367,642289.5456222014
368,2180949.649157528
369,1908961.3788535902
370,1872240.4785910612
371,1024491.9120779103
372,2852032.0726291
373,4540371.611449732
374,658628.2282778218
375,3279706.3282309407
376,823216.4608025614
377,1322466.3741504545
378,2386631.8884115224
379,3798968.920027377
380,3891416.090870773
381,1464728.6315912271
382,693538.4817735183
383,1051103.4225180808
384,1218901.8637093517
385,2521379.3989288537
386,1448177.5238894876
387,1222105.6626204564
388,1488781.8996113506
389,1825609.8447689058
390,200644.18173598242
391,2057683.614665852
392,3162047.62851574
393,2232008.1035274374
394,3594792.045609569
395,2297205.732488376
396,3661778.47481345
397,3540094.752555265
398,3190279.9245821354
399,3082328.497050306
400,2234386.4612533487
401,1251568.0858747393
402,2276283.9233648223
403,2291831.914147616
404,2620256.7622869057
405,2463121.0294590923
406,1945579.1854887358
407,1964001.4984119385
408,2156361.076532447
409,2863322.503286923
410,496215.95851710555
411,2246489.158984915
412,2717644.579148247
413,571167.2475507634
414,2057019.676414911
415,754758.0200626322
416,2727651.153630743
417,2937456.7202974414
418,1032636.1800504526
419,2503009.341579093
420,4431994.941357597
421,3942046.929649721
422,442324.42426397256
423,1662209.5658354738
424,3061449.5909776185
425,2832879.632162448
426,1561792.2386506107
427,2430739.8975064093
428,3580765.066462383
429,1961317.8455996055
430,156149.82582462463
431,2565983.6936872094
432,1778027.3965227627
433,2792621.4525781116
434,2487833.80726461
435,1457937.2117656237
436,2655222.88850483
437,1471005.0924812872
438,1368780.4088377305
439,505370.58567107026
440,1306142.6111432319
441,2735074.521290917
442,772788.5691823016
443,2480969.4873300483
444,2420860.3533338625
445,1091309.6552328854
446,1287132.2371228775
447,1672886.7903907876
448,2505641.7180548273
449,325675.1523346279
450,2311017.2178876246
451,3221654.7268229066
452,1145586.3590782692
453,984936.7501892371
454,4138315.340654216
455,2822831.5988808135
456,3323257.4469252126
457,3725367.7489972133
458,973381.8522559527
459,2789392.2395504247
460,1307517.942021674
461,3300481.888512482
462,1558650.3547224954
463,3028119.2576614777
464,1797366.2674524398
465,3371461.267145744
466,1691302.1564748902
467,2168611.2172245374
468,2005460.687140385
469,1905359.9697990264
470,1623587.7614408643
471,2246367.689274822
472,1077325.3888438065
473,3196920.428592787
474,1843048.4173796687
475,1818508.0331867312
476,3585698.8632328315
477,2504127.1821659044
478,4254600.150520851
479,4140282.1413252233
480,4192647.524360165
481,3304181.4224880673
482,3057607.8348731906
483,1636533.0561670861
484,610809.2487345596
485,2275052.2501233025
486,2618140.0364562413
487,1351158.7494807176
488,1878328.0863461564
489,2992210.063611869
490,1195792.152558642
491,744091.8831873189
492,2489907.600029222
493,2449304.8160932055
494,3005210.6126637524
495,1351805.071804536
496,1709906.010460536
497,1041094.3897743344
498,2680497.161721319
499,2912388.625649018
500,1629855.6041667105
501,1774434.0323125273
502,1505660.262144635
503,2870660.8894655555
504,2443744.942048114
505,1678286.483676355
506,1081713.025566969
507,692943.9752548747
508,1929308.4641730096
509,1269751.45078952
510,989084.9715893287
511,2238061.6324018897
512,1316311.766624375
513,1755819.9045328868
514,3524200.6219991185
515,3462639.176721275
516,1793524.3988887847
517,2797573.724508344
518,2555623.5779149206
519,2346088.469574824
520,2711390.5036329543
521,1647086.6262153836
522,1212794.0514931278
523,2562736.634664208
524,2730271.438080053
525,2183523.464436621
526,451776.7446187909
527,790306.6532745634
528,1786114.226617089
529,741780.41149669
530,-77608.88781908224
531,2319562.370700812
532,3134847.6270537553
533,2385045.486872224
534,3244447.971671653
535,2326360.725824274
536,2830078.3321713223
537,1392276.4908409943
538,1203011.6635543606
539,3227309.2154214233
540,2166333.154562447
541,664219.2048856474
542,1957329.160157626
543,2526439.5024570012
544,1496259.1659059285
545,1992319.826486812
546,1364495.8605942712
547,1580646.6608647457
548,834771.3587358457
549,862964.4282982936
550,2538000.891401689
551,3098674.7482079137
552,2121335.6096677403
553,1324146.921988183
554,1120153.709513848
555,1028389.0627059411
556,3324026.4551779907
557,1750933.2289997288
558,1386710.833253986
559,2243502.795233561
560,1940436.9608643714
561,683438.4795707173
562,1103233.19396807
563,2119670.990044709
564,1847840.6175925012
565,1602787.55210773
566,2528016.8722353135
567,3727717.652775582
568,1321956.6159389778
569,996706.8338572397
570,2128112.9627231774
571,402075.2342122558
572,53185.890885223635
573,3221880.096695741
574,846261.1932077988
575,2233375.1970267994
576,2535679.4218549207
577,3446372.633460231
578,1025284.1597392564
579,800049.9406546594
580,2471006.4706222787
581,1810640.3137421976
582,2884262.027142385
583,2375083.3413341916
584,1322486.9098231301
585,1482040.1583031332
586,2879784.1095553786
587,3311310.142913294
588,871245.0289858171
589,2723723.466885209
590,1894573.2367397235
591,2913182.8934369236
592,1524900.3494320689
593,2202091.869437437
594,1305175.383111224
595,1749924.1598609607
596,2353399.3637229474
597,2275090.9232411776
598,1142907.178765956
599,1907972.1429715129
600,1293925.1539678623
601,2392883.328170063
602,251811.62326056208
603,1449541.146076724
604,2504188.0932900533
605,1029953.1664449052
606,665508.3709017353
607,997280.2130033639
608,2682506.746119097
609,945876.6720796835
610,3083320.831398802
611,1972948.840875419
612,1219891.060639519
613,2131948.4015007336
614,4017780.7352261273
615,1511358.3202845391
616,3186248.064048174
617,2554114.254543328
618,2075873.5491849016
619,1115901.8309299597
620,3820734.0772521533
621,1772859.3590684002
622,1132935.1007359559
623,811939.6296530745
624,1507633.029149339
625,1187018.2471738085
626,1134323.930475365
627,1540022.092313103
628,1307358.9151111082
629,2194542.1319681
630,-158756.59904779796
631,501577.22900363686
632,1466535.8381489054
633,2599367.7274442664
634,1036859.272332136
635,2396876.143906167
636,3297113.7616314245
637,954419.2394693273
638,930603.2396745165
639,1506504.1137403888
640,751105.835134513
641,1192849.8954331274
642,1453327.0429208705
643,2019452.5809693183
644,1665642.6161956238
645,3153977.8931366005
646,2995238.534633752
647,1154861.543492985
648,3684267.3064935273
649,2117550.619581319
650,2176684.612774913
651,4071683.944039723
652,581139.3255807636
653,1109867.2765174408
654,2255880.4784772014
655,2492682.9594033808
656,3736828.4878474455
657,1328106.4990645396
658,859867.3868984039
659,2373345.428493633
660,2361636.4603576176
661,2898337.44904059
662,3323220.3569992017
663,1690258.0502022426
664,899993.7191375814
665,890021.6411075812
666,1863685.7164263658
667,482843.98172934144
668,2191984.469043373
669,1294734.8934566139
670,923589.2877273224
671,724498.0342969254
672,4636386.771978117
673,828557.0546066023
674,3904865.1535372166
675,796599.1507088535
676,1445773.3130906166
677,1135650.0566012207
678,2875121.9923357298
679,1488780.8650594763
680,1059645.9899077243
681,1367350.898197374
682,1228787.3168228606
683,3497641.9030108964
684,3019008.6887692777
685,3378800.9687000103
686,2960519.4310489222
687,1775335.474525626
688,1646315.4335299614
689,872936.5063282938
690,1490887.9025764551
691,2879852.6085300557
692,1476398.1895591551
693,1322763.1749433894
694,2047282.1781925051
695,1494195.059160394
696,3055512.95458911
697,3324123.4141581114
698,728553.6832739732
699,1713263.4167205007
700,1173716.19768737
701,1478225.6005779621
702,1151449.7461555998
703,1756180.3629900217
704,1865463.5569780937
705,1603720.6633016313
706,1632666.0456450093
707,3089769.970013895
708,2798328.827600004
709,1251558.0298564504
710,1185510.4467512215
711,1498594.9991982686
712,2865149.91430573
713,3082328.497050306
714,2818249.154747043
715,1076993.432034818
716,1495086.207021792
717,2902179.2051450172
718,3632164.5032312786
719,1892608.5803461142
720,2493037.263549093
721,1402849.1535249862
722,3439652.260103236
723,2196249.3886524476
724,2837878.4774482055
725,1072997.4333718477
726,2027143.8604889559
727,1703465.2673106564
728,2348805.361046904
729,2498576.2215881404
730,1880770.851205653
731,1732794.3462812186
732,2046668.2182024447
733,1580446.914755224
734,2556015.4953757236
735,538040.8822705625
736,1428059.8841441972
737,2475535.793873593
738,1116276.8823325143
739,2056022.5656810706
740,2236742.5994402776
741,1013352.4908931239
742,2171738.9546273868
743,1765126.378926149
744,2581809.64891342
745,1722073.1082852664
746,2368656.3445507353
747,1836395.7080592718
748,1749084.935777801
749,2209052.0492285662
750,1869517.106373603
751,1286192.3260669701
752,2420223.1250708476
753,3251686.4914723765
754,1358808.3308077303
755,2899959.578984629
756,1722424.1913138088
757,688980.5144569776
758,309399.29223049874
759,1591662.843167128
760,1280779.137802889
761,965265.8595521492
762,1590678.3017160634
763,655418.0196112904
764,1836631.0594855454
765,2167762.665202804
766,943360.4189818453
767,1288091.8171353766
768,910720.1243898848
769,2884456.791714927
770,2101391.45360774
771,1046119.4280172719
772,656602.020546562
773,2371798.228478851
774,1079183.738084023
775,1358428.8216194857
776,1257202.162990384
777,2535632.960690913
778,781583.2696259625
779,1509769.374104758
780,3004298.603582532
781,1490211.4102517073
782,2667818.685450741
783,2921104.202543226
784,1470861.259143044
785,1818010.7423287402
786,372344.0487047436
787,2000436.5754048962
788,2040904.7797483741
789,767105.0230733708
790,2648640.9456908186
791,1610447.0893076845
792,1688570.2317599002
793,1331928.6939689782
794,1382294.8341106072
795,1635881.4975380257
796,3230358.5072706398
797,1779143.0727196184
798,985628.7305632776
799,3307120.3361139204
800,4108103.3389573833
801,4162850.0163011346
802,3113073.453059
803,1019559.648991285
804,2413806.3789180117
805,2045097.3964203272
806,1787102.1884186491
807,3168710.5848728977
808,21784.123925612308
809,1387235.4236211004
810,2481491.086808853
811,335140.62989564077
812,1339537.213279692
813,2350963.2732664077
814,1419765.0037386313
815,1884857.2175171531
816,1367214.1838815445
817,1670752.1332251176
818,3377255.7671627654
819,2738013.433792987
820,3497788.216048088
821,1228487.749532402
822,1189669.1965046767
823,2356987.831786166
824,1395533.3288445794
825,1179597.7725927392
